STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,REPORTING_PERIOD_TYPE,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,REFERENCE_PERIOD,COMMON_REFERENCE_PERIOD,STATUS,IFS_FLAG
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M01,21.10001081822177,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M02,23.20001180350913,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M03,22.39997302921668,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M04,21.70001960883698,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M05,21.30001248459918,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M06,22.59999560539365,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M07,24.00000406921118,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M08,25.80000358545024,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M09,27.30000225637298,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M10,27.70000072261123,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M11,27.50000238800496,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1994-M12,25.50000869227604,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M01,24.10000389857034,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M02,22.39999146440537,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M03,21.30001521358954,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M04,20.69999907448152,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M05,20.299991308698,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M06,18.20000852865639,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M07,16.69998880146557,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M08,14.50000197924955,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M09,13.19999801786665,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M10,12.09999385091989,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M11,11.20000524424608,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1995-M12,10.09999464380371,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M01,8.999984202869621,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M02,9.300014587476829,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M03,9.800005570331916,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M04,9.699994196775324,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M05,8.900006308641196,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M06,8.600008505162006,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M07,8.299997767962672,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M08,8.100005168520564,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M09,7.400000572442709,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M10,7.000016826235466,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M11,6.89999989894182,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1996-M12,7.000011574980796,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M01,5.900011660102095,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M02,5.599997916679552,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M03,3.999994183636177,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M04,3.200009912955041,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M05,2.799983620721945,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M06,2.799987931570722,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M07,2.700008828119117,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M08,1.899991173095595,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M09,1.80000592571319,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M10,1.49998789140255,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M11,1.099996391904695,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1997-M12,0.3999897780215862,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M01,0.2999889895176476,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M02,-0.1000138098896072,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M03,0.6999988037926298,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M04,-0.3000203040934376,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M05,-0.9999905821482923,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M06,-1.300002107529265,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M07,-1.399998672672508,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M08,-1.400000564933983,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M09,-1.499999769010476,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M10,-1.099991571776855,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M11,-1.200002368835845,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1998-M12,-0.999995939990562,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M01,-1.199995162435193,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M02,-1.299984648887661,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M03,-1.799995988935633,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M04,-2.19999669586707,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M05,-2.200009325840016,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M06,-2.10000044287456,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M07,-1.400004839815722,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M08,-1.300003883364114,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M09,-0.7999976236610815,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M10,-0.5999995300387483,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M11,-0.900001798205391,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,1999-M12,-1.000002050509733,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M01,-0.1999958569596487,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M02,0.6999924187418081,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M03,-0.2000033619291063,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M04,-0.299988206968182,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M05,0.100012437771279,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M06,0.5000029889024476,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M07,0.5000042258914518,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M08,0.3000066112717346,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M09,0,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M10,0,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M11,1.300003804159331,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2000-M12,1.500010834084284,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M01,1.199989684541972,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M02,0,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M03,0.8000110819684724,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M04,1.599984925371882,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M05,1.699994201505952,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M06,1.399997524319144,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M07,1.499989245244174,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M08,0.9999943731124807,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M09,-0.1000122454325088,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M10,0.1999935699466873,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M11,-0.3000029382783983,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2001-M12,-0.3000014441258298,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M01,-1.011886818838666,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M02,-0.02298926939760353,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M03,-0.7270729496630272,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M04,-1.222435394908896,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M05,-1.023885652866314,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M06,-0.7233498393524762,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M07,-0.9229038600650727,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M08,-0.7249373481456579,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M09,-0.6265463109632826,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M10,-0.7256333622422771,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M11,-0.6261605269387242,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2002-M12,-0.427613908095128,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M01,0.3665915400455029,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M02,0.1680263886204121,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M03,0.878443448924842,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M04,0.9796216543294222,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M05,0.5744881736242179,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M06,0.2700267583438572,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M07,0.4719901681178514,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M08,0.8726600353739494,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M09,1.072412659400196,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M10,1.778505801631526,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M11,2.899207621600816,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2003-M12,3.206962787088156,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M01,3.20696247629784,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M02,2.081817853493084,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M03,3.00609658730832,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M04,3.728596290403882,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M05,4.355338660357446,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M06,4.883465700337369,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M07,5.199690691633292,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M08,5.19969182443021,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M09,5.095736984573204,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M10,4.158319082119061,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M11,2.817660526597675,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2004-M12,2.306645561087293,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M01,1.800671406487939,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M02,3.840772208628129,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M03,2.59840903289995,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M04,1.781709012633745,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M05,1.679827489158135,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M06,1.577418173358836,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M07,1.780979885845781,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M08,1.275621405539121,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M09,0.8749175215901015,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M10,1.278420957848022,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M11,1.278415223220496,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2005-M12,1.581956658110383,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M01,2.288781952568166,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M02,0.982536231142332,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M03,0.9825471682104993,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M04,1.488977852105641,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M05,1.590666696721029,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M06,1.897901288144553,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M07,1.592208197191104,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M08,1.69359882365017,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M09,1.491624722746403,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M10,1.188353717436517,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M11,1.797315002347419,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2006-M12,2.811223074271801,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M01,2.20229307297537,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M02,2.710760024402241,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M03,3.332607612470904,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M04,3.023219391208812,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M05,3.435742854640469,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M06,4.371344357909009,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M07,5.627571220168402,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M08,6.575354966032822,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M09,6.363279514805557,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M10,6.575801815809533,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2007-M11,7.000825410607973,0,,,,,,O,OL,,,,true
