STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,WGT_TYPE,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,INDEX_TYPE,CTOT_TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,REFERENCE_PERIOD,COVERAGE_PERIOD
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1994-M10,38.0546798706055,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1994-M11,39.0509986877441,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1994-M12,38.2233238220215,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M01,39.0154571533203,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M02,39.2465896606445,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M03,39.0514907836914,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M04,40.430850982666,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M05,40.1833534240723,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M06,39.0864410400391,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M07,37.917667388916,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M08,38.1360626220703,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M09,38.2887802124023,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M10,37.4518966674805,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M11,38.4494590759277,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1995-M12,39.8261299133301,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M01,39.0816192626953,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M02,38.8405799865723,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M03,40.6334953308106,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M04,42.4724349975586,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M05,40.9335594177246,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M06,39.4840240478516,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M07,39.8413391113281,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M08,40.5624732971191,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M09,42.3019752502441,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M10,43.6563720703125,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M11,43.3275604248047,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1996-M12,44.6079292297363,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M01,44.7403602600098,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M02,41.9980430603027,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M03,41.049201965332,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M04,39.540412902832,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M05,41.4342231750488,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M06,39.6856307983398,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M07,39.926700592041,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M08,40.3818511962891,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M09,40.2847137451172,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M10,41.5362396240234,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M11,40.2080116271973,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1997-M12,37.5777893066406,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M01,35.1467247009277,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M02,33.9692802429199,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M03,33.0854225158691,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M04,33.7359275817871,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M05,33.9804458618164,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M06,32.3620948791504,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M07,32.3487701416016,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M08,31.5776138305664,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M09,33.4456558227539,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M10,32.8431205749512,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M11,31.0942516326904,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1998-M12,28.8551082611084,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M01,29.9875221252441,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M02,29.1596355438232,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M03,32.4201850891113,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M04,35.7593650817871,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M05,36.2501106262207,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M06,36.3136444091797,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M07,39.4166412353516,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M08,41.1036605834961,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M09,43.7612152099609,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M10,42.6216621398926,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M11,44.8171730041504,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,1999-M12,45.6612739562988,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M01,46.3855438232422,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M02,48.3023643493652,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M03,48.2044982910156,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M04,44.5350494384766,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M05,48.3525085449219,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M06,50.4112358093262,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M07,49.0641136169434,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M08,50.7329750061035,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M09,53.5524101257324,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M10,52.769344329834,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M11,53.4521865844727,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2000-M12,47.8015060424805,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M01,48.3113098144531,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M02,49.4400253295898,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M03,47.5267295837402,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M04,48.1077690124512,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M05,49.7801017761231,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M06,49.1852340698242,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M07,46.8006820678711,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M08,47.4975776672363,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M09,46.8340644836426,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M10,42.4095993041992,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M11,40.002613067627,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2001-M12,39.9603881835938,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M01,41.0313835144043,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M02,42.2104225158691,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M03,46.2821044921875,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M04,48.0850601196289,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M05,48.2618217468262,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M06,47.5331954956055,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M07,48.7972526550293,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M08,49.5416488647461,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M09,51.4224472045898,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M10,50.8425102233887,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M11,48.1963882446289,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2002-M12,51.2835464477539,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M01,53.8668098449707,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M02,56.2311935424805,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M03,53.3302574157715,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M04,48.4375457763672,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M05,49.1116371154785,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M06,50.6973114013672,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M07,51.0673141479492,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M08,52.3715972900391,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M09,49.8229866027832,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M10,52.1484298706055,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M11,52.7064323425293,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2003-M12,54.1548843383789,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M01,56.2298431396484,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M02,56.6864585876465,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M03,58.9356498718262,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M04,58.9286727905273,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M05,61.4958763122559,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M06,59.5651473999023,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M07,61.3392333984375,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M08,63.8707122802734,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M09,63.5417022705078,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M10,67.8934326171875,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M11,64.4693756103516,0,0,10,,,,SC,OL,,
dataflow,IMF.RES:CTOT(5.0.1),R,KAZ,CEMPI_CTOTNX_TT,R_FW_IX,M,2004-M12,61.7675666809082,0,0,10,,,,SC,OL,,
