year,iso3,dist,distw_harmonic,distcap,contig,comlang_off,comlang_ethno,comrelig,col_dep_ever,sibling_ever,comleg_posttrans,fta_wto,rta_type,gatt_d,wto_o,wto_d,eu_d,diplo_disagreement,scaled_sci_2021
2018,BLR,3743.0,3212.0,2944.0,0.0,0.0,1.0,0.004,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.17,17033.0
2019,BLR,3743.0,3212.0,2944.0,0.0,0.0,1.0,0.004,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.436,17033.0
2020,BLR,3743.0,3209.0,2944.0,0.0,0.0,1.0,0.004,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.307,17033.0
2021,BLR,3743.0,3209.0,2944.0,0.0,0.0,1.0,0.004,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,,17033.0
1992,BLZ,13149.0,12651.0,13149.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.871,195.0
1993,BLZ,13149.0,12651.0,13149.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.487,195.0
1994,BLZ,13149.0,12651.0,13149.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.498,195.0
1995,BLZ,13149.0,12661.0,13149.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.469,195.0
1996,BLZ,13149.0,12661.0,13149.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.591,195.0
1997,BLZ,13149.0,12661.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.614,195.0
1998,BLZ,13149.0,12661.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.831,195.0
1999,BLZ,13149.0,12661.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.856,195.0
2000,BLZ,13149.0,12666.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.749,195.0
2001,BLZ,13149.0,12666.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.488,195.0
2002,BLZ,13149.0,12666.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.598,195.0
2003,BLZ,13149.0,12666.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.723,195.0
2004,BLZ,13149.0,12666.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.4,195.0
2005,BLZ,13149.0,12657.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.324,195.0
2006,BLZ,13149.0,12657.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.136,195.0
2007,BLZ,13149.0,12657.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.155,195.0
2008,BLZ,13149.0,12657.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.121,195.0
2009,BLZ,13149.0,12657.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.178,195.0
2010,BLZ,13149.0,12653.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.264,195.0
2011,BLZ,13149.0,12653.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.048,195.0
2012,BLZ,13149.0,12653.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.132,195.0
2013,BLZ,13149.0,12653.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.058,195.0
2014,BLZ,13149.0,12653.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.011,195.0
2015,BLZ,13149.0,12659.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.052,195.0
2016,BLZ,13149.0,12659.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.003,195.0
2017,BLZ,13149.0,12659.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.063,195.0
2018,BLZ,13149.0,12659.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.058,195.0
2019,BLZ,13149.0,12659.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.395,195.0
2020,BLZ,13149.0,12662.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.166,195.0
2021,BLZ,13149.0,12662.0,12183.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,195.0
1992,BMU,10779.0,10280.0,10779.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1993,BMU,10779.0,10280.0,10779.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1994,BMU,10779.0,10280.0,10779.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1995,BMU,10779.0,10287.0,10779.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1996,BMU,10779.0,10287.0,10779.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1997,BMU,10779.0,10287.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1998,BMU,10779.0,10287.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1999,BMU,10779.0,10287.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2000,BMU,10779.0,10288.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2001,BMU,10779.0,10288.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2002,BMU,10779.0,10288.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2003,BMU,10779.0,10288.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2004,BMU,10779.0,10288.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2005,BMU,10779.0,10273.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2006,BMU,10779.0,10273.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2007,BMU,10779.0,10273.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2008,BMU,10779.0,10273.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2009,BMU,10779.0,10273.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2010,BMU,10779.0,10266.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2011,BMU,10779.0,10266.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2012,BMU,10779.0,10266.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2013,BMU,10779.0,10266.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2014,BMU,10779.0,10266.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2015,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2016,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2017,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2018,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2019,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2020,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2021,BMU,10779.0,10268.0,9816.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
1992,BOL,15581.0,15082.0,15582.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.46,158.0
1993,BOL,15581.0,15082.0,15582.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.66,158.0
1994,BOL,15581.0,15082.0,15582.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.694,158.0
1995,BOL,15581.0,15076.0,15582.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.708,158.0
1996,BOL,15581.0,15076.0,15582.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.704,158.0
1997,BOL,15581.0,15076.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.418,158.0
1998,BOL,15581.0,15076.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.582,158.0
1999,BOL,15581.0,15076.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.608,158.0
2000,BOL,15581.0,15065.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.538,158.0
2001,BOL,15581.0,15065.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.37,158.0
2002,BOL,15581.0,15065.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.368,158.0
2003,BOL,15581.0,15065.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.346,158.0
2004,BOL,15581.0,15065.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.062,158.0
2005,BOL,15581.0,15043.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.015,158.0
2006,BOL,15581.0,15043.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.042,158.0
2007,BOL,15581.0,15043.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.266,158.0
2008,BOL,15581.0,15043.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.288,158.0
2009,BOL,15581.0,15043.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.613,158.0
2010,BOL,15581.0,15032.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.616,158.0
2011,BOL,15581.0,15032.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.968,158.0
2012,BOL,15581.0,15032.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.265,158.0
2013,BOL,15581.0,15032.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.231,158.0
2014,BOL,15581.0,15032.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.748,158.0
2015,BOL,15581.0,15025.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.868,158.0
2016,BOL,15581.0,15025.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.147,158.0
2017,BOL,15581.0,15025.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.21,158.0
2018,BOL,15581.0,15025.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.91,158.0
2019,BOL,15581.0,15025.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.232,158.0
2020,BOL,15581.0,15017.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.371,158.0
2021,BOL,15581.0,15017.0,14818.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,158.0
1992,BRA,14454.0,13660.0,14004.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.001,183.0
1993,BRA,14454.0,13660.0,14004.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.761,183.0
1994,BRA,14454.0,13660.0,14004.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.797,183.0
1995,BRA,14454.0,13645.0,14004.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.714,183.0
1996,BRA,14454.0,13645.0,14004.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.688,183.0
1997,BRA,14454.0,13645.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.563,183.0
1998,BRA,14454.0,13645.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.439,183.0
1999,BRA,14454.0,13645.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.446,183.0
2000,BRA,14454.0,13626.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.362,183.0
2001,BRA,14454.0,13626.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.202,183.0
2002,BRA,14454.0,13626.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.184,183.0
2003,BRA,14454.0,13626.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.206,183.0
2004,BRA,14454.0,13626.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.019,183.0
2005,BRA,14454.0,13600.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.028,183.0
2006,BRA,14454.0,13600.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.125,183.0
2007,BRA,14454.0,13600.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.023,183.0
2008,BRA,14454.0,13600.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.009,183.0
2009,BRA,14454.0,13600.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.155,183.0
2010,BRA,14454.0,13584.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.175,183.0
2011,BRA,14454.0,13584.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.153,183.0
2012,BRA,14454.0,13584.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.247,183.0
2013,BRA,14454.0,13584.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.1,183.0
2014,BRA,14454.0,13584.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.264,183.0
2015,BRA,14454.0,13569.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.009,183.0
2016,BRA,14454.0,13569.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.118,183.0
2017,BRA,14454.0,13569.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.244,183.0
2018,BRA,14454.0,13569.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.341,183.0
2019,BRA,14454.0,13569.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.921,183.0
2020,BRA,14454.0,13554.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.872,183.0
2021,BRA,14454.0,13554.0,13399.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,183.0
1992,BRB,12367.0,11894.0,12367.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.903,218.0
1993,BRB,12367.0,11894.0,12367.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.693,218.0
1994,BRB,12367.0,11894.0,12367.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.712,218.0
1995,BRB,12367.0,11898.0,12367.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.405,218.0
1996,BRB,12367.0,11898.0,12367.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.538,218.0
1997,BRB,12367.0,11898.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.619,218.0
1998,BRB,12367.0,11898.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.517,218.0
1999,BRB,12367.0,11898.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.696,218.0
2000,BRB,12367.0,11896.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.757,218.0
2001,BRB,12367.0,11896.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.627,218.0
2002,BRB,12367.0,11896.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.508,218.0
2003,BRB,12367.0,11896.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.624,218.0
2004,BRB,12367.0,11896.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.392,218.0
2005,BRB,12367.0,11878.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.447,218.0
2006,BRB,12367.0,11878.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.342,218.0
2007,BRB,12367.0,11878.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.448,218.0
2008,BRB,12367.0,11878.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.399,218.0
2009,BRB,12367.0,11878.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.426,218.0
2010,BRB,12367.0,11869.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.28,218.0
2011,BRB,12367.0,11869.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.001,218.0
2012,BRB,12367.0,11869.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.063,218.0
2013,BRB,12367.0,11869.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.053,218.0
2014,BRB,12367.0,11869.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.054,218.0
2015,BRB,12367.0,11867.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.107,218.0
2016,BRB,12367.0,11867.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.051,218.0
2017,BRB,12367.0,11867.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.125,218.0
2018,BRB,12367.0,11867.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.084,218.0
2019,BRB,12367.0,11867.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.336,218.0
2020,BRB,12367.0,11864.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.244,218.0
2021,BRB,12367.0,11864.0,11464.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,218.0
1992,BRN,5653.0,6065.0,5653.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.454,571.0
1993,BRN,5653.0,6065.0,5653.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.458,571.0
1994,BRN,5653.0,6065.0,5653.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.397,571.0
1995,BRN,5653.0,6062.0,5653.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.502,571.0
1996,BRN,5653.0,6062.0,5653.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.345,571.0
1997,BRN,5653.0,6062.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.097,571.0
1998,BRN,5653.0,6062.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.203,571.0
1999,BRN,5653.0,6062.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.3,571.0
2000,BRN,5653.0,6065.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.241,571.0
2001,BRN,5653.0,6065.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.178,571.0
2002,BRN,5653.0,6065.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.994,571.0
2003,BRN,5653.0,6065.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.325,571.0
2004,BRN,5653.0,6065.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.695,571.0
2005,BRN,5653.0,6081.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.786,571.0
2006,BRN,5653.0,6081.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.728,571.0
2007,BRN,5653.0,6081.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.445,571.0
2008,BRN,5653.0,6081.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.387,571.0
2009,BRN,5653.0,6081.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.694,571.0
2010,BRN,5653.0,6090.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.705,571.0
2011,BRN,5653.0,6090.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.567,571.0
2012,BRN,5653.0,6090.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.54,571.0
2013,BRN,5653.0,6090.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.467,571.0
2014,BRN,5653.0,6090.0,6515.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.667,571.0
